id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
958	Dzhigiya	Джигия	42.06139	47.79597	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Dzhigiya	darg1241	#ff9900	#ff9900	31.01.2022
959	Urzhagimakhi	Уржагимахи	42.06149	47.37056	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Urzhagimakhi	darg1241	#ff9900	#ff9900	31.01.2022
960	Duakar	Дуакар	42.064159	47.460081	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Duakar	darg1241	#ff9900	#ff9900	31.01.2022
961	Utsulimakhi	Уцулимахи	42.064935	47.42661	Dargwa	Dargwa	East Caucasian		Dargwa									Utsulimakhi	darg1241	#ff9900	#ff9900	31.01.2022
962	Mukrakari	Мукракари	42.06667	47.5	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Mukrakari	darg1241	#ff9900	#ff9900	31.01.2022
963	Siragi	Сираги	42.06667	47.56667	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский					Siragi	darg1241	#ff9900	#ff9900	31.01.2022
964	Urkutamakhi 2-aya	Уркутамахи 2-ая	42.06667	47.53333	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Urkutamakhi 2-aya	darg1241	#ff9900	#ff9900	31.01.2022
965	Amuzgi	Амузги	42.068009	47.597806	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Amuzgi-Shiri	Амузги-ширинский					Amuzgi	darg1241	#ff9900	#ff9900	31.01.2022
966	Uragi	Ураги	42.06914	47.569377	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Uragi	darg1241	#ff9900	#ff9900	31.01.2022
967	Mizhigli	Мижигли	42.0697	47.79989	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Mizhigli	darg1241	#ff9900	#ff9900	31.01.2022
968	Kulegu	Кулегу	42.07003	47.88401	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Kulegu	darg1241	#ff9900	#ff9900	31.01.2022
969	Dzhinabi	Джинаби	42.070864	47.860318	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Dzhinabi	darg1241	#ff9900	#ff9900	31.01.2022
970	Urkutamakhi Pervaya	Уркутамахи Первая	42.07093	47.52058	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Urkutamakhi Pervaya	darg1241	#ff9900	#ff9900	31.01.2022
971	Gul'dy	Гульды	42.07113	47.68936	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Gul'dy	darg1241	#ff9900	#ff9900	31.01.2022
972	Lischa	Лища	42.072834	47.740462	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский	Schurkkantsky	Щурккантский					Lischa	darg1241	#ff9900	#ff9900	31.01.2022
973	Kubrimakhi	Кубримахи	42.073018	47.372684	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Kubrimakhi	darg1241	#ff9900	#ff9900	31.01.2022
974	Ayatsuri	Аяцури	42.07354	47.45121	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Ayatsuri	darg1241	#ff9900	#ff9900	31.01.2022
975	Butri	Бутри	42.07426	47.44048	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский					Butri	darg1241	#ff9900	#ff9900	31.01.2022
976	Butulta	Бутулта	42.07426	47.44048	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский					Butulta	darg1241	#ff9900	#ff9900	31.01.2022
977	Natsi	Наци	42.075335	47.38728	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский	Natsin	Нацинский	Natsi	darg1241	#ff9900	#ff9900	31.01.2022
978	Nakhki	Нахки	42.07562	47.39905	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский	Natsin	Нацинский	Nakhki	darg1241	#ff9900	#ff9900	31.01.2022
979	Surgiya	Сургия	42.077112	47.717301	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Surgiya	darg1241	#ff9900	#ff9900	31.01.2022
980	Kuliyamakhi	Кулиямахи	42.07717	47.33501	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Kuliyamakhi	darg1241	#ff9900	#ff9900	31.01.2022
981	Karayamakhi	Караямахи	42.07822	47.34643	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Karayamakhi	darg1241	#ff9900	#ff9900	31.01.2022
982	Tuzlamakhi	Тузламахи	42.07877	47.36836	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Tuzlamakhi	darg1241	#ff9900	#ff9900	31.01.2022
983	Khadagi	Хадаги	42.08067	47.89726	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Khadagi	darg1241	#ff9900	#ff9900	31.01.2022
984	Urkhnischa	Урхнища	42.08278	47.50306	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Urkhnischa	darg1241	#ff9900	#ff9900	31.01.2022
985	Giyagaramakhi	Гиягарамахи	42.08381	47.37841	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Giyagaramakhi	darg1241	#ff9900	#ff9900	31.01.2022
986	Karkatsi	Каркаци	42.08389	47.46694	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Karkatsi	darg1241	#ff9900	#ff9900	31.01.2022
987	Murlatinamakhi	Мурлатинамахи	42.08451	47.35718	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Murlatinamakhi	darg1241	#ff9900	#ff9900	31.01.2022
988	Kubachi	Кубачи	42.0856	47.6031	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Kubachi-Ashti	Кубачи-аштинский	Kubachi	Кубачинский			Kubachi	darg1241	#ff9900	#ff9900	31.01.2022
989	Gaziya	Газия	42.085935	47.817633	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Gaziya	darg1241	#ff9900	#ff9900	31.01.2022
990	Kartalay	Карталай	42.08709	47.85834	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Kartalay	darg1241	#ff9900	#ff9900	31.01.2022
991	Daknisa	Дакниса	42.08758	47.72711	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский	Schurkkantsky	Щурккантский					Daknisa	darg1241	#ff9900	#ff9900	31.01.2022
992	Karatsan	Карацан	42.0886	47.8683	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Karatsan	darg1241	#ff9900	#ff9900	31.01.2022
993	Dzhurmachi	Джурмачи	42.09049	47.69572	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Dzhurmachi	darg1241	#ff9900	#ff9900	31.01.2022
994	Dzhirabachi	Джирабачи	42.09091	47.73513	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский	Schurkkantsky	Щурккантский					Dzhirabachi	darg1241	#ff9900	#ff9900	31.01.2022
995	Khungiya	Хунгия	42.09321	47.80518	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Khungiya	darg1241	#ff9900	#ff9900	31.01.2022
996	Urtsaki	Урцаки	42.09916	47.56236	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский					Urtsaki	darg1241	#ff9900	#ff9900	31.01.2022
997	Urari	Урари	42.0997	47.4569	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Urari	darg1241	#ff9900	#ff9900	31.01.2022
998	Turakarimakhi	Туракаримахи	42.1	47.46667	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Turakarimakhi	darg1241	#ff9900	#ff9900	31.01.2022
999	Sutbuk	Сутбук	42.1036	47.5403	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский					Sutbuk	darg1241	#ff9900	#ff9900	31.01.2022
1000	Tsugni	Цугни	42.107276	47.400902	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Tsugni	darg1241	#ff9900	#ff9900	31.01.2022
1001	Barshamay	Баршамай	42.11176	47.85143	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский	Lower Kaitag	Нижнекайтагский					Barshamay	darg1241	#ff9900	#ff9900	31.01.2022
1002	Gulebki	Гулебки	42.11181	47.39688	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Gulebki	darg1241	#ff9900	#ff9900	31.01.2022
1003	Guladty	Гуладты	42.11523	47.45074	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский	Gullatin	Гуллатинский	Guladty	darg1241	#ff9900	#ff9900	31.01.2022
1004	Bakni	Бакни	42.11618	47.53095	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский	Baknin	Бакнинский	Bakni	darg1241	#ff9900	#ff9900	31.01.2022
1005	Trisanchi	Трисанчи	42.118091	47.70559	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Trisanchi	darg1241	#ff9900	#ff9900	31.01.2022
1006	Iragi	Ираги	42.11889	47.75336	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Iragi	darg1241	#ff9900	#ff9900	31.01.2022
1007	Akhmedkent	Ахмедкент	42.12036	47.81047	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Akhmedkent	darg1241	#ff9900	#ff9900	31.01.2022
1008	Dibgalik	Дибгалик	42.120363	47.652521	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Dibgalik	darg1241	#ff9900	#ff9900	31.01.2022
1009	Madzhalis	Маджалис	42.1217	47.8333	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Madzhalis	darg1241	#ff9900	#ff9900	31.01.2022
1010	Novyy Urkarakh	Новый Уркарах	42.12361	48.21917	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Novyy Urkarakh	darg1241	#ff9900	#ff9900	31.01.2022
1011	Gedzhukh	Геджух	42.1247	48.0661	Azerbaijani	Oghuz	Turkic		Azerbaijani									Gedzhukh	nort2697	#cccccc	#cccccc	31.01.2022
1012	Mirzita	Мирзита	42.1309	47.47663	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Mirzita	darg1241	#ff9900	#ff9900	31.01.2022
1013	Sanchi	Санчи	42.13244	47.82243	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Sanchi	darg1241	#ff9900	#ff9900	31.01.2022
1014	Zubanchi	Зубанчи	42.13309	47.70417	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Zubanchi	darg1241	#ff9900	#ff9900	31.01.2022
1015	Kudagu	Кудагу	42.13322	47.73006	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Kudagu	darg1241	#ff9900	#ff9900	31.01.2022
1016	Irichi	Иричи	42.13548	47.79158	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Irichi	darg1241	#ff9900	#ff9900	31.01.2022
1017	Urgani	Ургани	42.13638	47.36146	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Urgani	darg1241	#ff9900	#ff9900	31.01.2022
1018	Shulerchi	Шулерчи	42.13744	47.56335	Dargwa	Dargwa	East Caucasian		Dargwa									Shulerchi	darg1241	#ff9900	#ff9900	31.01.2022
1019	Zil'bachi	Зильбачи	42.139973	47.717838	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Zil'bachi	darg1241	#ff9900	#ff9900	31.01.2022
1020	Khurshni	Хуршни	42.14036	47.48966	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Khurshni	darg1241	#ff9900	#ff9900	31.01.2022
1021	Chakhdikna	Чахдикна	42.14116	47.76044	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Chakhdikna	darg1241	#ff9900	#ff9900	31.01.2022
1022	Chishili	Чишили	42.15228	47.66839	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Chishili	darg1241	#ff9900	#ff9900	31.01.2022
1023	Kharbuk	Харбук	42.158768	47.530832	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Kharbuk	darg1241	#ff9900	#ff9900	31.01.2022
1024	Urkarakh	Уркарах	42.1606	47.6339	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Urkarakh	darg1241	#ff9900	#ff9900	31.01.2022
1025	Surkhachi	Сурхачи	42.16143	47.74083	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Surkhachi	darg1241	#ff9900	#ff9900	31.01.2022
1026	Dibgashi	Дибгаши	42.1617	47.6944	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Dibgashi	darg1241	#ff9900	#ff9900	31.01.2022
1027	Iraki	Ираки	42.16405	47.71739	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Iraki	darg1241	#ff9900	#ff9900	31.01.2022
1028	Tanty	Танты	42.1642	47.3167	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский	Tanty	Тантинский			Tanty	darg1241	#ff9900	#ff9900	31.01.2022
1029	Buskri	Бускри	42.17359	47.66673	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Buskri	darg1241	#ff9900	#ff9900	31.01.2022
1030	Mallakent	Маллакент	42.17448	47.79664	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Mallakent	darg1241	#ff9900	#ff9900	31.01.2022
1031	Kischa	Кища	42.17677	47.58117	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Kisha	Кишинский			Kischa	darg1241	#ff9900	#ff9900	31.01.2022
1032	Kalkni	Калкни	42.17732	47.70499	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Kisha	Кишинский			Kalkni	darg1241	#ff9900	#ff9900	31.01.2022
1033	Gunakari	Гунакари	42.17776	47.69262	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Gunakari	darg1241	#ff9900	#ff9900	31.01.2022
1034	Novaya Barsha	Новая Барша	42.18284	47.836	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский							Novaya Barsha	darg1241	#ff9900	#ff9900	31.01.2022
1035	Chumli	Чумли	42.20167	47.77306	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Chumli	darg1241	#ff9900	#ff9900	31.01.2022
1036	Meusisha	Меусиша	42.20199	47.59731	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Meusisha	Меусишинский			Meusisha	darg1241	#ff9900	#ff9900	31.01.2022
1037	Ginta	Гинта	42.2042	47.4186	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский					Ginta	darg1241	#ff9900	#ff9900	31.01.2022
1038	Deybuk	Дейбук	42.20532	47.51996	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Deybuk	darg1241	#ff9900	#ff9900	31.01.2022
1039	Vikry	Викры	42.20556	47.67889	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Vikry	darg1241	#ff9900	#ff9900	31.01.2022
1040	Vikri	Викри	42.20612	47.679702	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Vikri	darg1241	#ff9900	#ff9900	31.01.2022
1041	Gapshima	Гапшима	42.2122	47.3261	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Gapshima	Гапшиминский					Gapshima	darg1241	#ff9900	#ff9900	31.01.2022
1042	Geba	Геба	42.21527	47.39266	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский					Geba	darg1241	#ff9900	#ff9900	31.01.2022
1043	Tsizgari	Цизгари	42.21963	47.64768	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Tsizgari	darg1241	#ff9900	#ff9900	31.01.2022
1044	Shukty	Шукты	42.22488	47.30349	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Gapshima	Гапшиминский					Shukty	darg1241	#ff9900	#ff9900	31.01.2022
1045	Gulli	Гулли	42.22977	47.76214	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Gulli	Гуллинский			Gulli	darg1241	#ff9900	#ff9900	31.01.2022
1046	Tsurai	Цураи	42.23577	47.65819	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Tsurai	darg1241	#ff9900	#ff9900	31.01.2022
1047	Morskoe	Морское	42.23978	48.1414	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Morskoe	darg1241	#ff9900	#ff9900	31.01.2022
1048	Druzhba (Daghestan)	Дружба (Дагестан)	42.2419	48.0042	Dargwa	Dargwa	East Caucasian		Dargwa									Druzhba (Daghestan)	darg1241	#ff9900	#ff9900	31.01.2022
1049	Gumramakhi	Гумрамахи	42.25101	47.35105	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Gumramakhi	darg1241	#ff9900	#ff9900	31.01.2022
1050	Usisha	Усиша	42.2511	47.3928	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский					Usisha	darg1241	#ff9900	#ff9900	31.01.2022
1051	Tsundimakhi	Цундимахи	42.25164	47.31668	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Tsundimakhi	darg1241	#ff9900	#ff9900	31.01.2022
1052	Kanasiragi	Канасираги	42.252582	47.649095	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Kanasiragi	Канасирагинский					Kanasiragi	darg1241	#ff9900	#ff9900	31.01.2022
1053	Megeb	Мегеб	42.2528	47.0472	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Mehweb	Мегебский					Mehweb	darg1241	#ff9900	#ff9900	31.01.2022
1054	Khazhnimakhi	Хажнимахи	42.254562	47.315856	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Khazhnimakhi	darg1241	#ff9900	#ff9900	31.01.2022
1055	Kamkadamakhi	Камкадамахи	42.255826	47.308527	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Kamkadamakhi	darg1241	#ff9900	#ff9900	31.01.2022
1056	Khenklakar	Хенклакар	42.257833	47.306649	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Khenklakar	darg1241	#ff9900	#ff9900	31.01.2022
1057	Bergeinzi	Бергеинзи	42.260462	47.352616	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Bergeinzi	darg1241	#ff9900	#ff9900	31.01.2022
1058	Ganderamakhi	Гандерамахи	42.261093	47.333465	Dargwa	Dargwa	East Caucasian		Dargwa									Ganderamakhi	darg1241	#ff9900	#ff9900	31.01.2022
1059	Shinkbalakada	Шинкбалакада	42.261375	47.300242	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Mugi	Мугинский					Shinkbalakada	darg1241	#ff9900	#ff9900	31.01.2022
1060	Gerkhmakhi	Герхмахи	42.2634	47.52765	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Gerkhmakhi	darg1241	#ff9900	#ff9900	31.01.2022
1061	Karsha	Карша	42.26605	47.34372	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Karsha	darg1241	#ff9900	#ff9900	31.01.2022
1062	Aynikabmakhi	Айникабмахи	42.26679	47.36264	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Aynikabmakhi	darg1241	#ff9900	#ff9900	31.01.2022
1063	Murguk	Мургук	42.2669	47.6947	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Murguk	Мургукский					Murguk	darg1241	#ff9900	#ff9900	31.01.2022
1064	Mugri	Мугри	42.26767	47.62872	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Mugri	Мугринский					Mugri	darg1241	#ff9900	#ff9900	31.01.2022
1065	Baykatmakhi	Байкатмахи	42.26871	47.29919	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Baykatmakhi	darg1241	#ff9900	#ff9900	31.01.2022
1066	Inzimakhi	Инзимахи	42.27238	47.35613	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Inzimakhi	darg1241	#ff9900	#ff9900	31.01.2022
1067	Dubrimakhi	Дубримахи	42.274418	47.285133	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Dubrimakhi	darg1241	#ff9900	#ff9900	31.01.2022
1068	Burgimakhi	Бургимахи	42.27489	47.28652	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Burgimakhi	darg1241	#ff9900	#ff9900	31.01.2022
1069	Krasnopartizansk	Краснопартизанск	42.27499	48.01592	Dargwa	Dargwa	East Caucasian		Dargwa									Krasnopartizansk	darg1241	#ff9900	#ff9900	31.01.2022
1070	Chinimakhi	Чинимахи	42.27565	47.37455	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Chinimakhi	darg1241	#ff9900	#ff9900	31.01.2022
1071	Akusha	Акуша	42.275664	47.340107	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Akusha	darg1241	#ff9900	#ff9900	31.01.2022
1072	Tserkhimakhi	Церхимахи	42.276694	47.336755	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Tserkhimakhi	darg1241	#ff9900	#ff9900	31.01.2022
1073	Chankalamakhi	Чанкаламахи	42.27788	47.365804	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Chankalamakhi	darg1241	#ff9900	#ff9900	31.01.2022
1074	Semgamakhi	Семгамахи	42.28438	47.35484	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Semgamakhi	darg1241	#ff9900	#ff9900	31.01.2022
1075	Zil'mukmakhi	Зильмукмахи	42.28483	47.3958	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Zil'mukmakhi	darg1241	#ff9900	#ff9900	31.01.2022
1076	Kertukmakhi	Кертукмахи	42.28799	47.34305	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Kertukmakhi	darg1241	#ff9900	#ff9900	31.01.2022
1077	Urgubamakhi	Ургубамахи	42.28968	47.31783	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Urgubamakhi	darg1241	#ff9900	#ff9900	31.01.2022
1078	Burgimakmakhi	Бургимакмахи	42.2897	47.3769	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Burgimakmakhi	darg1241	#ff9900	#ff9900	31.01.2022
1079	Shumkhrimakhi	Шумхримахи	42.291042	47.268562	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Shumkhrimakhi	darg1241	#ff9900	#ff9900	31.01.2022
1080	Kakmakhi	Какмахи	42.29169	47.38541	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Kakmakhi	darg1241	#ff9900	#ff9900	31.01.2022
1081	Yaraymakhi	Яраймахи	42.295511	47.359585	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский							Yaraymakhi	darg1241	#ff9900	#ff9900	31.01.2022
