id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
1228	Kudagu	Кудагу	42.13322	47.73006	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Kudagu	darg1241	#ff9900	#ff9900	2022-03-07
1229	Irichi	Иричи	42.13548	47.79158	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Irichi	darg1241	#ff9900	#ff9900	2022-03-07
1230	Urgani	Ургани	42.13638	47.36146	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский	NA	NA	NA	NA	Urgani	darg1241	#ff9900	#ff9900	2022-03-07
1231	Shulerchi	Шулерчи	42.13744	47.56335	Dargwa	Dargwa	East Caucasian		Dargwa	NA	NA	NA	NA	NA	NA	NA	NA	Shulerchi	darg1241	#ff9900	#ff9900	2022-03-07
1232	Zil'bachi	Зильбачи	42.139973	47.717838	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Zil'bachi	darg1241	#ff9900	#ff9900	2022-03-07
1233	Khurshni	Хуршни	42.14036	47.48966	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский	NA	NA	Khurshni	darg1241	#ff9900	#ff9900	2022-03-07
1234	Chakhdikna	Чахдикна	42.14116	47.76044	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Chakhdikna	darg1241	#ff9900	#ff9900	2022-03-07
1235	Chishili	Чишили	42.15228	47.66839	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Chishili	darg1241	#ff9900	#ff9900	2022-03-07
1236	Kharbuk	Харбук	42.158768	47.530832	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Kharbuk	darg1241	#ff9900	#ff9900	2022-03-07
1237	Urkarakh	Уркарах	42.1606	47.6339	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Urkarakh	darg1241	#ff9900	#ff9900	2022-03-07
1238	Surkhachi	Сурхачи	42.16143	47.74083	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Surkhachi	darg1241	#ff9900	#ff9900	2022-03-07
1239	Dibgashi	Дибгаши	42.1617	47.6944	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Dibgashi	darg1241	#ff9900	#ff9900	2022-03-07
1240	Iraki	Ираки	42.16405	47.71739	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Iraki	darg1241	#ff9900	#ff9900	2022-03-07
1241	Tanty	Танты	42.1642	47.3167	Dargwa	Dargwa	East Caucasian		Dargwa	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский	Tanty	Тантинский	NA	NA	Tanty	darg1241	#ff9900	#ff9900	2022-03-07
1242	Buskri	Бускри	42.17359	47.66673	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Buskri	darg1241	#ff9900	#ff9900	2022-03-07
1243	Mallakent	Маллакент	42.17448	47.79664	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Mallakent	darg1241	#ff9900	#ff9900	2022-03-07
1244	Kischa	Кища	42.17677	47.58117	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Kisha	Кишинский	NA	NA	Kischa	darg1241	#ff9900	#ff9900	2022-03-07
1245	Kalkni	Калкни	42.17732	47.70499	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Kisha	Кишинский	NA	NA	Kalkni	darg1241	#ff9900	#ff9900	2022-03-07
1246	Gunakari	Гунакари	42.17776	47.69262	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Gunakari	darg1241	#ff9900	#ff9900	2022-03-07
1247	Novaya Barsha	Новая Барша	42.18284	47.836	Dargwa	Dargwa	East Caucasian		Dargwa	Kaitag	Кайтагский	NA	NA	NA	NA	NA	NA	Novaya Barsha	darg1241	#ff9900	#ff9900	2022-03-07
1248	Chumli	Чумли	42.20167	47.77306	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Chumli	darg1241	#ff9900	#ff9900	2022-03-07
1249	Meusisha	Меусиша	42.20199	47.59731	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Meusisha	Меусишинский	NA	NA	Meusisha	darg1241	#ff9900	#ff9900	2022-03-07
1250	Ginta	Гинта	42.2042	47.4186	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский	NA	NA	NA	NA	Ginta	darg1241	#ff9900	#ff9900	2022-03-07
1251	Deybuk	Дейбук	42.20532	47.51996	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Deybuk	darg1241	#ff9900	#ff9900	2022-03-07
1252	Vikry	Викры	42.20556	47.67889	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Vikry	darg1241	#ff9900	#ff9900	2022-03-07
1253	Vikri	Викри	42.20612	47.679702	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Vikri	darg1241	#ff9900	#ff9900	2022-03-07
1254	Gapshima	Гапшима	42.2122	47.3261	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Gapshima	Гапшиминский	NA	NA	NA	NA	Gapshima	darg1241	#ff9900	#ff9900	2022-03-07
1255	Geba	Геба	42.21527	47.39266	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский	NA	NA	NA	NA	Geba	darg1241	#ff9900	#ff9900	2022-03-07
1256	Tsizgari	Цизгари	42.21963	47.64768	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Tsizgari	darg1241	#ff9900	#ff9900	2022-03-07
1257	Shukty	Шукты	42.22488	47.30349	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Gapshima	Гапшиминский	NA	NA	NA	NA	Shukty	darg1241	#ff9900	#ff9900	2022-03-07
1258	Gulli	Гулли	42.22977	47.76214	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Gulli	Гуллинский	NA	NA	Gulli	darg1241	#ff9900	#ff9900	2022-03-07
1259	Tsurai	Цураи	42.23577	47.65819	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Tsurai	darg1241	#ff9900	#ff9900	2022-03-07
1260	Morskoe	Морское	42.23978	48.1414	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Morskoe	darg1241	#ff9900	#ff9900	2022-03-07
1261	Druzhba (Daghestan)	Дружба (Дагестан)	42.2419	48.0042	Dargwa	Dargwa	East Caucasian		Dargwa	NA	NA	NA	NA	NA	NA	NA	NA	Druzhba (Daghestan)	darg1241	#ff9900	#ff9900	2022-03-07
1262	Gumramakhi	Гумрамахи	42.25101	47.35105	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Gumramakhi	darg1241	#ff9900	#ff9900	2022-03-07
1263	Usisha	Усиша	42.2511	47.3928	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский	NA	NA	NA	NA	Usisha	darg1241	#ff9900	#ff9900	2022-03-07
1264	Tsundimakhi	Цундимахи	42.25164	47.31668	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tsundimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1265	Kanasiragi	Канасираги	42.252582	47.649095	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Kanasiragi	Канасирагинский	NA	NA	NA	NA	Kanasiragi	darg1241	#ff9900	#ff9900	2022-03-07
1266	Megeb	Мегеб	42.2528	47.0472	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Mehweb	Мегебский	NA	NA	NA	NA	Mehweb	darg1241	#ff9900	#ff9900	2022-03-07
1267	Khazhnimakhi	Хажнимахи	42.254562	47.315856	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Khazhnimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1268	Kamkadamakhi	Камкадамахи	42.255826	47.308527	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kamkadamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1269	Khenklakar	Хенклакар	42.257833	47.306649	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Khenklakar	darg1241	#ff9900	#ff9900	2022-03-07
1270	Bergeinzi	Бергеинзи	42.260462	47.352616	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Bergeinzi	darg1241	#ff9900	#ff9900	2022-03-07
1271	Ganderamakhi	Гандерамахи	42.261093	47.333465	Dargwa	Dargwa	East Caucasian		Dargwa	NA	NA	NA	NA	NA	NA	NA	NA	Ganderamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1272	Shinkbalakada	Шинкбалакада	42.261375	47.300242	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Mugi	Мугинский	NA	NA	NA	NA	Shinkbalakada	darg1241	#ff9900	#ff9900	2022-03-07
1273	Gerkhmakhi	Герхмахи	42.2634	47.52765	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Gerkhmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1274	Karsha	Карша	42.26605	47.34372	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Karsha	darg1241	#ff9900	#ff9900	2022-03-07
1275	Aynikabmakhi	Айникабмахи	42.26679	47.36264	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Aynikabmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1276	Murguk	Мургук	42.2669	47.6947	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Murguk	Мургукский	NA	NA	NA	NA	Murguk	darg1241	#ff9900	#ff9900	2022-03-07
1277	Mugri	Мугри	42.26767	47.62872	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Mugri	Мугринский	NA	NA	NA	NA	Mugri	darg1241	#ff9900	#ff9900	2022-03-07
1278	Baykatmakhi	Байкатмахи	42.26871	47.29919	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Baykatmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1279	Inzimakhi	Инзимахи	42.27238	47.35613	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Inzimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1280	Dubrimakhi	Дубримахи	42.274418	47.285133	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Dubrimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1281	Burgimakhi	Бургимахи	42.27489	47.28652	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Burgimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1282	Krasnopartizansk	Краснопартизанск	42.27499	48.01592	Dargwa	Dargwa	East Caucasian		Dargwa	NA	NA	NA	NA	NA	NA	NA	NA	Krasnopartizansk	darg1241	#ff9900	#ff9900	2022-03-07
1283	Chinimakhi	Чинимахи	42.27565	47.37455	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Chinimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1284	Akusha	Акуша	42.275664	47.340107	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Akusha	darg1241	#ff9900	#ff9900	2022-03-07
1285	Tserkhimakhi	Церхимахи	42.276694	47.336755	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tserkhimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1286	Chankalamakhi	Чанкаламахи	42.27788	47.365804	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Chankalamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1287	Semgamakhi	Семгамахи	42.28438	47.35484	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Semgamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1288	Zil'mukmakhi	Зильмукмахи	42.28483	47.3958	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Zil'mukmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1289	Kertukmakhi	Кертукмахи	42.28799	47.34305	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kertukmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1290	Urgubamakhi	Ургубамахи	42.28968	47.31783	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Urgubamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1291	Burgimakmakhi	Бургимакмахи	42.2897	47.3769	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Burgimakmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1292	Shumkhrimakhi	Шумхримахи	42.291042	47.268562	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Shumkhrimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1293	Kakmakhi	Какмахи	42.29169	47.38541	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kakmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1294	Yaraymakhi	Яраймахи	42.295511	47.359585	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Yaraymakhi	darg1241	#ff9900	#ff9900	2022-03-07
1295	Aynurbimakhi	Айнурбимахи	42.29623	47.58462	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Aynurbimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1296	Tsunimakhi	Цунимахи	42.29835	47.26194	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tsunimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1297	Baltamakhi	Балтамахи	42.29843	47.72877	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский	NA	NA	NA	NA	Baltamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1298	Mugi	Муги	42.2989	47.4225	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Mugi	Мугинский	NA	NA	NA	NA	Mugi	darg1241	#ff9900	#ff9900	2022-03-07
1299	Uznimakhi	Узнимахи	42.30003	47.3858	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Uznimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1300	Novye Vikri	Новые Викри	42.30054	47.99382	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	NA	NA	NA	NA	Novye Vikri	darg1241	#ff9900	#ff9900	2022-03-07
1301	Akhsakadamakhi	Ахсакадамахи	42.303416	47.381576	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Akhsakadamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1302	Kurimakhi	Куримахи	42.304306	47.304694	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kurimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1303	Burdeki	Бурдеки	42.3047	47.6703	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Burdeki	darg1241	#ff9900	#ff9900	2022-03-07
1304	Bakhmakhi	Бахмахи	42.30638	47.59269	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Bakhmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1305	Burkhimakhi	Бурхимахи	42.3065	47.58607	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Burkhimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1306	Urkhuchimakhi	Урхучимахи	42.310271	47.260222	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Urkhuchimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1307	Verkhnie Mulebki	Верхние Мулебки	42.31043	47.51924	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Upper Mulebki	Верхнемулебкинский	NA	NA	NA	NA	Verkhnie Mulebki	darg1241	#ff9900	#ff9900	2022-03-07
1308	Kichi-Gamri	Кичи-Гамри	42.3125	47.7106	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Kichigamri	Кичигамринский	NA	NA	NA	NA	Kichi-Gamri	darg1241	#ff9900	#ff9900	2022-03-07
1309	Kulibukhna	Кулибухна	42.315839	47.18495	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Kulibukhna	darg1241	#ff9900	#ff9900	2022-03-07
1310	Mamaaul	Мамааул	42.31709	47.75237	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский	NA	NA	NA	NA	Mamaaul	darg1241	#ff9900	#ff9900	2022-03-07
1311	Tsurmakhi	Цурмахи	42.31845	47.57516	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tsurmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1312	Arachanamakhi	Арачанамахи	42.31923	47.58202	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Arachanamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1313	Kavkamakhi	Кавкамахи	42.322184	47.30588	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kavkamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1314	Verkhnie Kamkamakhi	Верхние Камкамахи	42.32265	47.23945	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Verkhnie Kamkamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1315	Nizhnie Mulebki	Нижние Мулебки	42.3281	47.5689	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Lower Mulebki	Нижнемулебкинский	NA	NA	NA	NA	Nizhnie Mulebki	darg1241	#ff9900	#ff9900	2022-03-07
1316	Khantskarkamakhi	Ханцкаркамахи	42.330333	47.550694	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Khantskarkamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1317	Nizhnie Makhargimakhi	Нижние Махаргимахи	42.33047	47.63788	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Nizhnie Makhargimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1318	Ameterkmakhi	Аметеркмахи	42.33081	47.213539	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Ameterkmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1319	Alikhanmakhi	Алиханмахи	42.33194	47.26602	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Alikhanmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1320	Khadzhalte	Хаджалте	42.33374	47.15589	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Khadzhalte	darg1241	#ff9900	#ff9900	2022-03-07
1321	Urakhi	Урахи	42.3347	47.5953	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский	NA	NA	NA	NA	Urakhi	darg1241	#ff9900	#ff9900	2022-03-07
1322	Miglakasimakhi	Миглакасимахи	42.33599	47.56121	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Miglakasimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1323	Sangimakhi	Сангимахи	42.33788	47.43307	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Murego-Gubden	Мюрего-губденский	NA	NA	NA	NA	Sangimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1324	Mekesh	Мекеш	42.337924	47.510751	Dargwa	Dargwa	East Caucasian		Dargwa	NA	NA	NA	NA	NA	NA	NA	NA	Mekesh	darg1241	#ff9900	#ff9900	2022-03-07
1325	Kul'kibekmakhi	Кулькибекмахи	42.339694	47.56167	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kul'kibekmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1326	Verkhnie Kabkomakhi	Верхние Кабкомахи	42.34176	47.43688	Dargwa	Dargwa	East Caucasian		Dargwa	NA	NA	NA	NA	NA	NA	NA	NA	Verkhnie Kabkomakhi	darg1241	#ff9900	#ff9900	2022-03-07
1327	Kurkabi	Куркаби	42.34194	47.20056	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Kurkabi	darg1241	#ff9900	#ff9900	2022-03-07
1328	Tsudakhar	Цудахар	42.3425	47.1606	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Tsudakhar	darg1241	#ff9900	#ff9900	2022-03-07
1329	Tebekmakhi	Тебекмахи	42.3431	47.2072	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Tebekmakhi	darg1241	#ff9900	#ff9900	2022-03-07
1330	Tsukhta	Цухта	42.34352	47.32396	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Tsukhta	darg1241	#ff9900	#ff9900	2022-03-07
1331	Verkhnie Makhargimakhi	Верхние Махаргимахи	42.34665	47.62254	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Verkhnie Makhargimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1332	Guladtymakhi	Гуладтымахи	42.34823	47.23927	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Guladtymakhi	darg1241	#ff9900	#ff9900	2022-03-07
1333	Urtsamakhi	Урцамахи	42.34854	47.276792	Dargwa	Dargwa	East Caucasian		Dargwa	NA	NA	NA	NA	NA	NA	NA	NA	Urtsamakhi	darg1241	#ff9900	#ff9900	2022-03-07
1334	Gerga	Герга	42.3497	47.9628	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Gerga	darg1241	#ff9900	#ff9900	2022-03-07
1335	Inkuchimakhi	Инкучимахи	42.35029	47.17345	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Inkuchimakhi	darg1241	#ff9900	#ff9900	2022-03-07
1336	Nizhnie Labkomakhi	Нижние Лабкомахи	42.35084	47.41873	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Nizhnie Labkomakhi	darg1241	#ff9900	#ff9900	2022-03-07
1337	Dingo	Динго	42.35347	47.18138	Dargwa	Dargwa	East Caucasian		Dargwa	NA	NA	NA	NA	NA	NA	NA	NA	Dingo	darg1241	#ff9900	#ff9900	2022-03-07
1338	Karlabko	Карлабко	42.3542	47.3967	Dargwa	Dargwa	East Caucasian		Dargwa	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Karlabko	darg1241	#ff9900	#ff9900	2022-03-07
