koryakov_db_id,eng_vil_name,rus_vil_name,lang_1_K,lang_2_K,lang_1_S,lang_2_S,same_languages,name_1885,name_1895,name_1926,name_2010,census_1885,census_1895,census_1926,census_2010,Lat,Lon,Republic,Region,elevation,LevK_comments
3227,,разв.Куркуркент,Lezgian,,,,,Кур-Кур-кент (Кур-кура-хюр),Кур-Кур-Кент (Кюркюр-хюр),Кур-Кур-Кент,,255,320,238,,,,,,,
3567,,разв.Курхи,Lak,,,,,Курхи (Курки),Курки,Курхи,,56,58,77,,,,,,,
1761,,разв.Кусамахи,Dargwa,цуд.,,,,,Кисана-Махи,Коса-Махи,,,49,42,,,,,,,
3287,,разв.Куярик,Tabasaran,,,,,Куарик,"Куярик (Коярик, Коярк)",Куярик,,222,227,257,,,,,,,
3949,,разв.Кчун,Lezgian,,,,,Кучун,Кучун (Курчун),Кучун,,261,284,169,,,,,,,
2277,,разв.Кюледжик,Tabasaran,,,,,Кюлерджик (Кюлюджег),"Кюлерджик (Кулерджик, Кюлюджег)",Кулержик,,35,37,46,,,,,,,
3991,,разв.Мака,Lezgian,,,,,Мака,Мака (Мак),Мака,,990,1069,610,,,,,,,
3229,,разв.Мехкерг,Lezgian,,,,,Махкерг (Мехкерг),"Махкерг (Мохкерг, Мехкерг, Мухлерг)",Мехкерг,,357,343,285,,,,,,,
3237,,разв.Мехтикент,Tabasaran,,,,,Мехти-кент (Мехтижи-гул),Мехти-Кент (Мехти-жигул),Мехти-Кент,,93,98,99,,,,,,,
2363,,разв.Мирсия,Dargwa,кайт.,,,,Мирсiа,Мирсиа (Мирсия),Мирсия,,92,84,88,,,,,,,
2365,,разв.Мисарга,Dargwa,кайт.,,,,Мисрига (Мирсига),"Мисрига (Мисирга, Мисрех)",Мисрига,,91,99,99,,,,,,,
3195,,разв.Мугерган,Lezgian,,,,,Мутерган (Мöгерган),"Мугерган (Могерган, Мохарген, Мюгархи, Мухаргам)",Мугерган,,657,605,464,,,,,,,
893,,разв.Мугу-Тола,Avar,,,,,,,Мухутала,,,,93,,,,,,,
3223,,разв.Рухун,Lezgian,,,,,Рухун,Рухун,Рухун,,472,455,458,,,,,,,
1687,,разв.Санамахи,Dargwa,цуд.,,,,Сана-Махи,Санна-Махи (Карсана-Махи),Сана-Махи В.,,1638,307,344,,,,,,,
1203,,разв.Сок,Avar,,,,,Сох,Сохъ,Чох,,171,139,162,,,,,,,
2397,,разв.Сулантиль,Tabasaran,,,,,Сулантиль,Сулантиль,Сулантил,,79,74,93,,,,,,,
4289,,разв.Тагада,Avar,,,,,Тагада,Тагада (Таада),Тогата,,59,61,34,,,,,,,
2357,,разв.Тама,Dargwa,кайт.,,,,Тами,"Тами (Тама, Тамали)",Тама,,341,342,407,,,,,,,
3131,,разв.Титель,Lezgian,,,,,Титель,Титель,Титель,,322,291,191,,,,,,,
9002,,разв.Толох,Avar,,,,,Тлох,Тляхъ (Тлахъ),–,,512,525,,,,,,,,
3555,,разв.Турчи,Lak,,,,,Турчи,Турчи (Турчилю),Турчи,,403,441,408,,,,,,,
2229,,разв.Ургая,Dargwa,кайт.,,,,Ургая (Ургага),Ургая (Ургага),Ургая,,174,164,119,,,,,,,
2141,,разв.Урсиг,Tabasaran,,,,,Урсих (Öрсиг),Урсих (Орсиг),Урсих,,108,103,115,,,,,,,
1765,,разв.Урцамахи,Dargwa,цуд.,,,,,Уцма-Махи,Урца-Махи,,,46,71,,,,,,,
2369,,разв.Уршеги,Dargwa,кайт.,,,,Уршiя (Ур-ша),"Уршия (Урша, Уршагант)",Уршия,,103,113,129,,,,,,,
4105,,разв.Филидзах,Lezgian,,,,,Филиджах (Филиск),"Филиджах (Филидзах, Филиск)",Филидзах,,273,269,80,,,,,,,
3269,,разв.Фриг,Lezgian,,,,,Фирег,"Фирег (Фириг, Фирюг)",Фириг,,415,417,334,,,,,,,
4091,,разв.Хаджалкент,Lezgian,,,,,Ходжа-кент (Ходжади-хюр),"Хаджа-Кент (Хадже-Кент, Хаджади-хюр)",Ходжа-Кент,,218,234,282,,,,,,,
2285,,разв.Хак,Tabasaran,,,,,Хак (Ха),"Хак (Хаг, Ха)",Хак,,16,16,21,,,,,,,
1757,,разв.Хинцамахи,Dargwa,цуд.,,,,,,Кикца-Махи,,,,34,,,,,,,
3337,,разв.Хулюг,Tabasaran,,,,,Хюлюг (Хюрюк),Хюлюг (Хюрюк),Хулюг,,125,127,178,,,,,,,
4055,,разв.Хуля,Lezgian,,,,,Хуля (Кюля),"Хуля (Хюля, Куля)",Хуля,,359,362,224,,,,,,,
2401,,разв.Хурциль,Tabasaran,,,,,Хурнак,"Хурзик (Хурзиль, Хорциль)",Хурцил,,40,43,35,,,,,,,
3345,,разв.Хутарг,Lezgian,,,,,Хутарг,Хутарг,Хутарг,,517,446,443,,,,,,,
3361,,разв.Целягюн,Lezgian,,,,,Целагюн,Целягюн,Целягюн,,615,587,487,,,,,,,
2371,,разв.Цибарчи,Dargwa,кайт.,,,,Цибарчи (Дзибарки),Цибарчи (Дзибарки),Цибарчи,,87,85,100,,,,,,,
3377,,разв.Цилинг,Lezgian,,,,,Цилинг,Цилинг (Цилинк),Цилинг,,652,587,455,,,,,,,
1787,,разв.Цитамахи,Dargwa,цуд.,,,,,,Цита-Махи,,,,47,,,,,,,
3453,,разв.Цицер,Lezgian,,,,,Цицер (Сицер),Цицер (Сицер),Цицхер,,110,110,81,,,,,,,
3383,,разв.Цициг,Lezgian,,,,,Цыцег (Цициг),"Цицег (Цыцег, Цициг)",Цицег,,370,381,374,,,,,,,
1161,,разв.Цолода,Avar,,,,,,,Цулда,,,,36,,,,,,,
9998,,разв.Чадыри,,,,,,,,,,,,,,,,,,,
1773,,разв.Чалаймахи,Dargwa,цуд.,,,,,,Чилай-Махи,,,,13,,,,,,,
4087,,разв.Чахчах,Lezgian,,,,,Чахчах,Чагчах,Чах-Чах,,463,489,566,,,,,,,
3655,,разв.Чаях,Lak,,,,,Чаях (Чаiаши),"Чаях (Чаiаши, Чаяхлю, Чаяшилю)",Чаях,,327,353,263,,,,,,,
1771,,разв.Чогнимахи,Dargwa,цуд.,,,,Чанги-Махи,Чагна-Махи,Чагна-Махи,,138,134,61,,,,,,,
1145,,разв.Шугинуб,Avar,,,,,Шугинуб (Шугину),Шугенуб (Шугал),Шугинуб,,127,123,120,,,,,,,
3355,,разв.Эвигар,Lezgian,,,,,Эвигар (Эвегар),"Эвигар (Евегяр, Ив-)",Эвигар,,342,351,400,,,,,,,
3193,,разв.Юхари-Мака,Lezgian,,,,,Юхари-Мака (Вини-Макар),"Юхари-Мака (Вини-Макар, Верхнее Мака)",Юхари-Мака,,424,453,349,,,,,,,
3271,,разв.Юхари-Цинит,Lezgian,,,,,Юхари-Цинит (Вини-Цилинт),"Юхари-Цинит (Вини-Цилипт, Верхнее Цинит)",Юхари-Цинит,,192,293,173,,,,,,,
3435,,разв.Юхары-Яраг,Lezgian,,,,,Юхари-Яраг (Вини-Араг),"Юхари-Яраг (Вини-Яраг, Верхний Яраг)",Юхари-Яраг,,751,684,449,,,,,,,
1165,Ratlub,Ратлуб,Akhvakh,южно-ахвахский,Akhvakh,,TRUE,Ратлу,Ратлухъ (Ратлу),Ратлуб,Ратлуб,735,635,730,958,42.359268,46.433433,Daghestan,,1581.42468261719,
251,Rakhata,Рахата,Avar,,Avar,,TRUE,,,Рахта,Рахата,,,373,2911,42.6911,46.1414,Daghestan,,1017.46307373047,
353,,Рахатлы,Godoberi,,,,,,,Рахатлы,,,,67,,,,,,,
445,Ratsitl',Рацитль,Karata,карат.,Karata,,TRUE,Рацитль (Рациди),"Рацитль (Рацитло, Рациди)",Рацитль,Рацитль,343,360,362,112,42.63788,46.33455,Daghestan,,1893.68005371094,
407,Rachabulda,Рачабулда,Karata,карат.,Karata,,TRUE,Рачабулди,"Раяабалда (Рачабули, Рачаводъ)",Рачабульда,Рачабулда,100,90,145,168,42.617256,46.300014,Daghestan,,1307.50305175781,
4685,Retlob,Ретлоб,Tsez,цезский,Tsez,,TRUE,Ретло,Ретло (Ретлу),Ретлу,Ретлоб,47,75,33,170,42.24411,45.8289,Daghestan,,1855.77136230469,
447,Rikvani,Риквани,Andi,верхне-андийски,Andi,,TRUE,Рикуани,"Рикуаны (Рикуны, Рикунадирлъ)",Рикони,Риквани,687,770,836,769,42.782304,46.319372,Daghestan,,1874.55419921875,
1169,Ritlyab,Ритляб,Avar,,Avar,,TRUE,Ритлаб (Ритль),"Ритляб (Рятляб, Ритль)",Ритляб,Ритляб,426,431,419,94,42.05087,46.71917,Daghestan,,2259.6943359375,
3217,Richa,Рича,Aghul,агульский собственно,Aghul,,TRUE,"Рыча (Рича, Рчаар)","Рича (Рыча, Рчаар)",Рича,Рича,653,625,885,1270,41.763646,47.502769,Daghestan,,2053.85205078125,
313,Richaganikh,Ричаганих,Chamalal,,Chamalal,,TRUE,Рычаганих (Гинха),"Рычаганыкъ (Рычаганыкъ, Гинха)",Ричаганик,Ричаганих,277,324,172,175,42.49724,46.05853,Daghestan,,1780.73510742188,
9003,,Росно,Avar,,,,,Россио,Росну (Роску),–,Ланда,23,11,,555,,,,,,
4211,Rosnob,Росноб,Avar,,Avar,,TRUE,Росутль (Росо),"Росутль (Роснабъ, Росо, Синобъ)",Росно,Росноб,34,44,26,284,42.055,46.41194,Daghestan,,1732.82592773438,
4175,Rosta,Роста,Avar,,Avar,,TRUE,Роста (Ророх),"Роста (Росда, Ророхъ)",Роста,Роста,39,32,29,74,42.20056,46.39667,Daghestan,,1749.47485351563,
1083,Rosutl',Росутль,Avar,,Avar,,TRUE,,,Росухль,Росутль,,,139,78,42.41533,46.8308,Daghestan,,1162.03540039063,
2075,Rubas,Рубас,тат+,,North Azerbaijani,,FALSE,Хош-мензиль,Хош-Мензиль,Хошманзиль,Рубас,189,186,202,3099,41.895476,48.329618,Daghestan,,27.3671379089355,
1967,,Рубас № 4,Russian,,,,,,,Рубас № 4,,,,72,,,,,,,
1969,,Рубас № 5,Russian,,,,,,,Рубас № 5,,,,22,,,,,,,
1171,Rugel'da,Ругельда,Avar,,Avar,,TRUE,Ругельда,"Ругельда (Ругильда, Русальта)",Ругельда,Ругельда,466,503,381,572,42.3175,46.5244,Daghestan,,1635.89416503906,
2405,Rugudzh,Ругудж,Tabasaran,,Tabasaran,,TRUE,Ругудж,Ругудж,Ругудж,Ругудж,367,372,315,812,41.976755,47.89161,Daghestan,,770.153137207031,
1185,Rugudzha,Ругуджа,Avar,,Avar,,TRUE,Ругуджа (Ругжа),"Ругуджа (Ругджа, Руджа, Ругежъ)",Ругуджа,Ругуджа,2005,1823,1940,1637,42.3606,46.9139,Daghestan,,1428.43090820313,
3087,Rugun,Ругун,Lezgian,,Lezgian,,TRUE,Ругун,Ругун (Рукун),Ругун,Ругун,64,59,92,149,41.595917,47.995977,Daghestan,,1162.18347167969,
3277,,Ружник,Tabasaran,,,,,"Янги-кент (Руджник, Мирза-Абад)","Ружник (Руджник, Мурза-Абад)",Ружник,,246,256,259,,,,,,,
2161,Ruka,Рука,Dargwa,кайт.,Dargwa,,TRUE,Руга (Рикуа),"Руга (Рикуа, Урук)",Руга,Рука,319,315,365,959,42.04751,47.92312,Daghestan,,422.940673828125,
1177,,Рукдах,Avar,,,,,Рукдах,Рукдахъ,Руктах,,98,105,85,,,,,,,
2093,Rukel',Рукель,North Azerbaijani,,North Azerbaijani,,TRUE,Рукель (Рукал),Рукел (Рукал),Рукель,Рукель,1162,1212,1094,2742,41.9881,48.2253,Daghestan,,596.45361328125,
239,,Рукотль,Andi,верхне-андийски,,,,,,Рукотль,,,,16,,,,,,,
999,Rul'dab,Рульдаб,Avar,,Avar,,TRUE,Рульда,Рульда,Рульда,Рульдаб,147,145,153,37,42.18472,46.85028,Daghestan,,1990.74951171875,
1971,,Русло реки Гюрченчай,Lezgian,,,,,,,Русло реки Гюрченчай,,,,50,,,,,,,
4021,Rutul,Рутул,Rutul,,Rutul,,TRUE,Рутул (Мюхид),"Рутул (Мюхяд, Мюяд)",Рутул,Рутул,2127,1990,1769,4131,41.5342,47.4269,Daghestan,,1342.49267578125,
369,,Рухуг,Botlikh,,,,,,,Рухуг,,,,9,,,,,,,
2113,Rushul',Рушуль,Tabasaran,,Tabasaran,,TRUE,Рушуль,Гушул,Рушуль,Рущуль,297,316,339,455,41.9567,48.01232,Daghestan,,664.758117675781,
443,Rushukha,Рушуха,Andi,нижне-андийский,Andi,,TRUE,,,Рушахо,Рушуха,,,38,58,42.71509,46.28112,Daghestan,,1677.90393066406,
3803,,рыб.пром.Турали 1-е,Russian,,,,,,,Малаканка,,,,107,,,,,,,
3817,,рыб.пром.Турали 7-е,North Azerbaijani,,,,,,,Турали 3-й,,,,7,,,,,,,
3709,,рыб.промыслы,Russian,,,,,,,Буйнак,,,,27,,,,,,,
2049,,рыбацкий посёлок,Russian,,,,,,,"Рыбн. пром. № 1, 2, 3",,,,93,,,,,,,
2049,,рыбацкий посёлок,Russian,,,,,,,"Рыбн. пром. № 1, 2, 3",,,,93,,,,,,,
2051,,рыбацкий посёлок,Russian,,,,,,,Рыбн. пром. № 4,,,,62,,,,,,,
2051,,рыбацкий посёлок,Russian,,,,,,,Рыбн. пром. № 4,,,,62,,,,,,,
8061,,Рыбзавод-51,,,,,,,,,Рыбзавод-51,,,,230,,,,,,
3715,,Рынок,Russian,,,,,,,Рынок,,,,5,,,,,,,
4153,Sabda,Сабда,Avar,,Avar,,TRUE,Сабда,Сабда (Собда),Сабда,Сабда,38,37,47,5,42.311355,46.371346,Daghestan,,2057.37524414062,
2087,Sabnova,Сабнова,North Azerbaijani,,North Azerbaijani,,TRUE,,,Сабнова,Сабнова,,,537,3823,42.063172,48.254419,Daghestan,,283.747222900391,
4721,Sagada,Сагада,Tsez,сагадинский,Tsez,,TRUE,Сагода (Сотло),"Сагада (Сагади, Сотле, Сотло)",Сагады,Сагада,321,311,166,340,42.38941,45.91798,Daghestan,,1484.81201171875,
2071,,Сад Араблин,Dargwa,??,,,,,,Сад Араблин,,,,1,,,,,,,
2073,,Сад Мардановой,North Azerbaijani,,,,,,,Сад Мардановой,,,,1,,,,,,,
3395,Saidkent,Саидкент,Lezgian,,Lezgian,,TRUE,Саид-кент (Сендар),Сеид-Кент (Сеидыр),Сеид Кент,Саидкент,298,281,315,1007,41.70213,48.11319,Daghestan,,568.088439941406,
3293,Saytarkent,Сайтаркент,Lezgian,,Lezgian,,TRUE,Сайтар-кент (Сейтара-хюр),Сайтар-Кент (Сайтар-хюр),Сайтар-Кент,Сайтаркент,458,421,347,462,41.58508,48.12701,Daghestan,,996.0439453125,
4265,Salda,Салда,Avar,,Avar,,TRUE,Салта,"Салта (Салда, Цалта)",Салда,Салда,143,138,96,361,41.97497,46.50848,Daghestan,,1906.43286132813,
2001,Salik,Салик,North Azerbaijani,,North Azerbaijani,,TRUE,Салик (Селик),Салик (Селик),Селек,Салик,161,71,178,1766,42.17335,48.08635,Daghestan,,42.5695991516113,
1191,Salta,Салта,Avar,,Avar,,TRUE,Салта,"Салта (Салты, Сулулъ)",Салта,Салта,995,1123,909,684,42.39589,47.07048,Daghestan,,1160.87109375,
3749,Sal'yan,Салтабак-Эльд,Dargwa,сев.,Lezgian,,FALSE,,,Салтабак-Эльд,,,,5,,41.63006,48.19895,Daghestan,,697.304504394531,
3373,Samilakh,Сальян,Lezgian,,Avar,,FALSE,Сальян (Селiян),Сальян (Сельян),Сальян,Сальян,173,165,192,97,43.31816,47.06008,Daghestan,,-12,
423,,Саминг,Akhvakh,сев.-ахвах.,,,,,,Саминг,,,,92,,,,,,,
3249,Samur,Самур,Lezgian,,Lezgian,,TRUE,,,Захраб-Кент-Казмаляр,Самур,,,224,3432,41.829176,48.487012,Daghestan,,31.9496669769287,
1707,,Сана-Махи Н.,Dargwa,цуд.,,,,,,Сана-Махи Н.,,,,140,,,,,,,
2201,,Санакари,Dargwa,чахр.-сан.,,,,Сана-кари,Сана-Кари (Сана-Кара),Санакари,Санакари,128,133,178,0,,,,,,
3473,,Санжи,Dargwa,санжинский,,,,Санджи,Санджи (Санджили),Санжи,,79,72,94,,,,,,,
4213,Saniorta,Саниорта,Avar,,Avar,,TRUE,Сани-Ерта,Сини-Ерта (Синиоръ),Сини-Орта,Саниорта,109,108,69,290,42.03195,46.44246,Daghestan,,2015.05883789063,
4287,,Санта,Avar,,,,,Санта,Санта,Санта,Санта,47,54,25,43,,,,,,
551,Santlada,Сантлада,Xvarshi,,Xvarshi,Inkhoqwari,TRUE,Сантлада (Сантла),Сантляда (Сантла),Сантлода,Сантлада,180,209,148,109,42.38431,46.07505,Daghestan,,1742.72900390625,
513,Sanukh,Санух,Tindi,,Tindi,,TRUE,,,Санух,Санух,,,47,23,42.47054,46.13446,Daghestan,,1805.65515136719,
2345,Sanchi,Санчи,Dargwa,кайт.?,Dargwa,,TRUE,Санчи,Санчи,Санчи,Санчи,606,598,600,1797,42.13244,47.82243,Daghestan,,474.695770263672,
3451,Sarag,Сараг,Lezgian,,Lezgian,,TRUE,,,Сарак,Сараг,,,78,28,41.60273,48.0164,Daghestan,,1040.12365722656,
3143,Sardarkent,Сардаркент,Lezgian,,Lezgian,,TRUE,Сардар-кент (Сардари-хюр),Сардар-Кент (Сардахи-хюр),Сардар-Кент,Сардаркент,152,147,178,721,41.7255,48.0622,Daghestan,,680.348022460938,
4725,Sasitli,Саситли,Avar,,Avar,,TRUE,Саситль,Саситль,Саситль,Саситли,277,310,163,319,42.496173,45.996762,Daghestan,,1600.66845703125,
1197,Sachada,Сачада,Avar,,Avar,,TRUE,Сачада,Сачада (Сечъ),Сачада,Сачада,309,249,354,145,42.258411,46.699595,Daghestan,,1873.79113769531,
4159,,Светль,Avar,,,,,Суэтль (Ситль),"Суэтль (Ситль, Теитль)",Томсода-Цетли,,61,78,59,,,,,,,
8057,Segeler,Сегелер,,,North Azerbaijani,,,,,,Сегелер,,,,198,42.26056,48.11556,Daghestan,,-13.4013366699219,
1353,Semgamakhi,Семгамахи,Dargwa,сев.,Dargwa,,TRUE,,,Сейга-Махи,Семгамахи,,,188,667,42.28438,47.35484,Daghestan,,1409.71228027344,
1453,Sergokala,Сергокала,Dargwa,сев.,Dargwa,,TRUE,"Дешлагар, урочище",Дешлагар,Дишлагар,Сергокала,250,244,647,8141,42.4494,47.6633,Daghestan,,538.019348144531,
2281,Sertil',Сертиль,Tabasaran,,Tabasaran,,TRUE,Сартиль,"Сартиль (Суртель, Сертель, Сортель)",Сартил,Сертиль,149,152,166,399,41.92531,47.86522,Daghestan,,1226.255859375,
1085,Sekh,Сех,Avar,,Avar,,TRUE,"Кунда (Куиада, Росо)","Куяда (Куиаль, Росо)",Сэх,Сех,2142,2142,197,289,42.416094,46.826447,Daghestan,,1219.23010253906,
783,,Сийлали,Kumyk,,,,,,,Сийлали,,,,32,,,,,,,
2435,Sika,Сика,Tabasaran,,Tabasaran,,TRUE,,,Сига,Сика,,,84,112,41.89173,47.97821,Daghestan,,1212.037109375,
4131,Sikar,Сикар,Avar,,Avar,,TRUE,Сикар (Сикиль),"Сикаръ (Сикиль, Цикаръ)",Сикар,Сикар,66,61,47,159,42.07966,46.41127,Daghestan,,2072.82348632812,
2283,Sikukh,Сикух,Tabasaran,,Tabasaran,,TRUE,Сикуг,Сикуг (Сикух),Сикуг,Сикух,144,144,109,199,41.90457,47.84596,Daghestan,,1237.95336914063,
1045,Silta,Силта,Avar,,Avar,,TRUE,,,Сильта,Силта,,,155,258,42.38728,47.07127,Daghestan,,1230.88171386719,
4727,Sil'di,Сильди,Avar,,Avar,,TRUE,Сильди,Сильды,Сильди,Сильди,337,518,360,210,42.4552,45.92715,Daghestan,,1734.9013671875,
4177,Sinida,Синида,Avar,,Avar,,TRUE,Синида,"Синида (Сенида, Сонода)",Синида,Синида,17,19,19,19,42.20341,46.39071,Daghestan,,1853.294921875,
151,Siukh,Сиух,Avar,,Karata,,FALSE,Сиук,Сиухъ,Сиух,Сиух,763,772,661,278,42.5999,46.54462,Daghestan,,1907.66162109375,
4031,Smugul,Смугул,Lezgian,,Lezgian,,TRUE,Семагул (Сумугул),Сумугуль (Семагуль),Сумугул,Смугул,759,742,466,540,41.381678,47.633713,Daghestan,,1326.77294921875,
3317,,Советское,Lezgian,,,,,Мамраш (Мамрач),Мамраш (Мамрач),Мамраш,Советское,125,474,56,4220,,,,,,
3317,,Советское,Lezgian,,,,,Мамраш,Мамраш (Мамрач),Мамраш,Советское,397,474,56,4220,,,,,,
1193,Sogratl',Согратль,Avar,,Avar,,TRUE,Согратль (Сугратль),"Сыратль (Сугратль, Сугулъ)",Согратль,Согратль,1929,1987,2000,2359,42.2808,46.9914,Daghestan,,1542.60412597656,
1135,Sodab,Содаб,Avar,,Avar,,TRUE,Сода,Сода,Сода,Содаб,114,114,89,72,42.215081,46.81015,Daghestan,,1771.49548339844,
2095,,Солёное озеро,North Azerbaijani,,,,,,,Солёное озеро,,,,1,,,,,,,
3811,,соляные промыслы Турали,Kumyk,,,,,,,Соленое озеро Турали,,,,5,,,,,,,
1179,Somoda,Сомода,Avar,,Avar,,TRUE,Самода (Сомода),"Сомода (Самода, Сумута)",Сомода,Сомода,300,210,264,459,42.30272,46.5368,Daghestan,,1748.14819335938,
173,Sredniy Aradirikh,Средний Арадирих,Avar,,Avar,,TRUE,Харадерик  средний (Батла-Харадерик),Средний Харадырикъ (Холо Х.),Ср. Харадыр.,Средний Арадирих,234,235,287,579,42.68121,46.58022,Daghestan,,1828.70825195313,
1975,,ст.Берикей,Russian,,,,,,,Берикей,,,,34,,,,,,,
3771,,ст.Избербаш,Kumyk,,,,,,,Изберг,,,,22,,,,,,,
3787,,ст.Кумтор-Кале,Russian,,,,,,,Кум-Торкале,,,,20,,,,,,,
2047,,ст.Папас,Russian,,,,,,,Папас,,,,33,,,,,,,
3711,,ст.Уллубиево,Russian,,,,,,,Буйнак,,,,74,,,,,,,
8109,Stal'skoe,Стальское,,,Avar,,,,,,Стальское,,,,5729,43.1878,46.9731,Daghestan,,30.6723918914795,
3759,,станция Ачи,Russian,,,,,,,Ачи,,,,28,,,,,,,
3859,,станция Кизил-Юрт,Russian,,,,,,,Чир-Юрт,,,,51,,,,,,,
3879,,станция Уйташ,Russian,,,,,,,Уйташ,,,,38,,,,,,,
449,Staryy Sivukh,Старый Сивух,Karata,карат.,Avar,,FALSE,Сиух,"Сиухъ (Сиукъ, Сиохъ)",Сиух,Старый Сивух,802,882,772,0,42.80278,46.43694,Daghestan,,1874.5869140625,"так же есть строка Old Siukh, в которой все данные совпадают со Staryy Sivukh"
4053,,Старый Хкем,Lezgian,,,,,Хикем,Хкем (Хикем),Хкем,,472,467,280,,,,,,,
3857,,Сторожев. пост,Avar,,,,,,,Сторожев. пост,,,,8,,,,,,,
1553,,Субахтымахи,Dargwa,сев.,,,,,,Сувакта,Субахтымахи,,,71,18,,,,,,
787,,Сувлука,Kumyk,,,,,,,Сувлука,,,,30,,,,,,,
3489,Sukiyakh,Сукиях,Lak,,Lak,,TRUE,Сухи (Сухьек),"Сухи (Суяхлю -и, Сухьек)",Сукиях,Сукиях,289,308,261,253,42.12168,47.23611,Daghestan,,1988.36145019531,
3883,,Сулак,Russian,,,,,,,Хизроевский,Сулак,,,331,8564,,,,,,
3889,,Сулак 3,Kumyk,,,,,,,Сулак № 3,,,,22,,,,,,,
3891,,Сулак 4,Russian,,,,,,,Сулак № 4,,,,12,,,,,,,
3885,,Сулак № 1,Kumyk,,,,,,,Сулак № 1,,,,7,,,,,,,
1797,,Сулейбакент,Dargwa,сев.,,,,Сулейман-Кенд,Сулейман-Кент,Сулейман-Кент,Сулейбакент,560,563,465,1255,,,,,,
2367,,Сулипа,Dargwa,кайт.,,,,Сюлапан (Сулупан),Сюлапан (Сулупан (?)),Сулапан,,46,46,103,,,,,,,
3845,,Султан-Янги-Юрт,Kumyk,,,,,Султан-Янги-юрт,Султан-Янги-Юрт,Султан-Янги-Юрт,Султан-Янги-Юрт,2005,1501,1150,8578,,,,,,
3551,Sumbatl',Сумбатль,Lak,,Lak,,TRUE,Сумбат (Сумбатуль),"Сумбат (Сунбат, Сумбатлю)",Сумбат,Сумбатль,685,731,594,262,42.04682,47.21919,Daghestan,,1853.23974609375,
1201,Sumeta,Сумета,Avar,,Avar,,TRUE,"Сумита, отселк.","Сумета (Сумита, Сумтал)",Сумета,Сумета,24,32,48,24,42.262025,46.705541,Daghestan,,1711.93078613281,
1469,Sumiya,Сумия,Dargwa,сирхинско-тантынский,Dargwa,,TRUE,Сумия-Махи,Сумия-Махи,Сумия-Махи,Сумия,209,203,175,148,42.04344,47.45616,Daghestan,,1711.55151367188,
1819,Sur-Surbachi,Сур-Сурбачи,Dargwa,сирхинско-тантынский,Dargwa,,TRUE,Сурсарбаки-Махи,Сурсарбачи-Махи,Сурсара-Бачи-Махи,Сур-Сурбачи,136,114,133,171,42.02667,47.49157,Daghestan,,1896.61181640625,
2333,Surgiya,Сургия,Dargwa,кайт.,Dargwa,,TRUE,Сураги (Сюрги),"Сюраги (Сюрги, Сургекели)",Сураги,Сургия,166,164,229,182,42.077112,47.717301,Daghestan,,1104.36596679688,
2127,Surkhavkent,Сурхавкент,Dargwa,кайт.,Dargwa,,TRUE,Сурхов-кент (Иклуга),Сурхов-Кент (Иклуча),Сурхав-Кент,Сурхавкент,45,40,73,42,41.983999,47.827576,Daghestan,,1166.09313964844,
2169,Surkhachi,Сурхачи,Dargwa,муиринский,Dargwa,,TRUE,Сурхачи (Цур-хачи),"Сурхачи (Суркачи, Сурхач)",Сурхачи,Сурхачи,400,405,312,452,42.16143,47.74083,Daghestan,,1042.17529296875,
1937,,Сусакент,Dargwa,сев.,,,,Суса-Кент,Суса-Кент,Суса-Кент,Сусакент,176,170,136,429,,,,,,
315,,Сусла,Chamalal,,,,,,,Сусла,,,,6,,,,,,,
3767,,Сутайкутан,Kumyk,,,,,,,Сутай-Кутан,,,,67,,,,,,,
1715,Sutbuk,Сутбук,Dargwa,сирхинско-тантынский,Dargwa,,TRUE,Сутбук,Сутбук,Сутбук,Сутбук,363,359,327,286,42.1036,47.5403,Daghestan,,1365.90209960938,
4083,Syugut,Сюгут,Tsakhur,,Tsakhur,,TRUE,Сюгют (Хоик),Сигют (Хоик),Сугут-Суют,Сюгут,189,182,129,167,41.64944,47.11833,Daghestan,,1674.81188964844,
3529,,Табахлу,Lak,,,,,Табахлю,Табахлю (Хугал),Табахлу,,653,694,388,,,,,,,
111,Tagada,Тагада,Avar,,Avar,,TRUE,Тахада,Тагада (Тахада),Тагада,Тагада,156,160,185,498,42.497573,46.868389,Daghestan,,1161.54858398438,
1941,Tagirkent,Тагиркент,Dargwa,сев.,Dargwa,,TRUE,Тагир-Кент,Тагир-Кент,Тагир-Кент,Тагиркент,315,299,158,478,42.3827,47.33326,Daghestan,,1340.82629394531,"Левашинский район, в координатах ошибка - указано соседнее село Наскент"
1941,,Тагиркент,Dargwa,сев.,,,,Тагир-Кент,Тагир-Кент,Тагир-Кент,Тагиркент,315,299,158,478,,,,,,Магарамкентский район
3183,Tagirkent,Тагиркент,Lezgian,,Dargwa,,FALSE,Таир-кент (Тагира-хюр),Таир-Кент (Тагир-Хюр),Тагир-Кент,Тагиркент,465,403,169,356,42.3827,47.33326,Daghestan,,1340.82629394531,"Левашинский район, в координатах ошибка - указано соседнее село Наскент"
3183,,Тагиркент,Lezgian,,,,,Таир-кент (Тагира-хюр),Таир-Кент (Тагир-Хюр),Тагир-Кент,Тагиркент,465,403,169,356,,,,,,Магарамкентский район
